Gene,ABE-MEM 1h,ABE-MEM 3h A,ABE-MEM 3h B,ABE-NES 1h,ABE-NES 3h A,ABE-NES 3h B,ABE-NLS 1h,ABE-NLS 3h A,ABE-NLS 3h B,ABE-ACT 1h A,ABE-ACT 1h B,ABE-ACT 3h A,ABE-ACT 3h B,ABE-NM 1h A,ABE-NM 1h B,ABE-NM 3h A,ABE-NM 3h B,ABE-LD 1h A,ABE-LD 1h B,ABE-LD 3h A,ABE-LD 3h B,ABE-GOL 1h A,ABE-GOL 1h B,ABE-GOL 3h A,ABE-GOL 3h B,ABE-ERM 1h A,ABE-ERM 1h B,ABE-ERM 3h A,ABE-ERM 3h B,ABE-LAMP1 1h A,ABE-LAMP1 1h B,ABE-LAMP1 3h A,ABE-LAMP1 3h B,ABE-LC3 1h A,ABE-LC3 1h B,ABE-LC3 3h A,ABE-LC3 3h B,ABE-NOLS 1h A,ABE-NOLS 1h B,ABE-NOLS 3h A,ABE-NOLS 3h B,ABE-NUP 1h A,ABE-NUP 1h B,ABE-NUP 3h A,ABE-NUP 3h B,ABE-OMM 1h A,ABE-OMM 1h B,ABE-OMM 3h A,ABE-OMM 3h B,ABE-PLIN2 1h A,ABE-PLIN2 1h B,ABE-PLIN2 3h A,ABE-PLIN2 3h B,ABE-PTS1 1h A,ABE-PTS1 1h B,ABE-PTS1 3h A,ABE-PTS1 3h B,ABE-RAB10 1h A,ABE-RAB10 1h B,ABE-RAB10 3h A,ABE-RAB10 3h B,ABE-RABIF 1h A,ABE-RABIF 1h B,ABE-RABIF 3h A,ABE-RABIF 3h B,ABE-SQSTM1 1h A,ABE-SQSTM1 1h B,ABE-SQSTM1 3h A,ABE-SQSTM1 3h B,ABE-HSPA8-CH 1h A,ABE-HSPA8-CH 1h B,ABE-HSPA8-CH 3h A,ABE-HSPA8-CH 3h B,ABE-HSPA8-NC 1h A,ABE-HSPA8-NC 1h B,ABE-HSPA8-NC 3h A,ABE-HSPA8-NC 3h B,ABE-LAMP2A 1h A,ABE-LAMP2A 1h B,ABE-LAMP2A 3h A,ABE-LAMP2A 3h B,ABE-LMNA 1h A,ABE-LMNA 1h B,ABE-LMNA 3h A,ABE-LMNA 3h B,ABE-TDP208 1h A,ABE-TDP208 1h B,ABE-TDP208 3h A,ABE-TDP208 3h B
STMN2,7.0,22.0,76.0,716.0,2486.0,1225.0,53.0,197.0,67.0,380.0,148.0,128.0,191.0,15.0,39.0,36.0,36.0,9.0,4.0,108.0,7.0,0.0,2.0,1.0,1.0,69.0,264.0,173.0,324.0,0.0,0.0,1.0,1.0,508.0,612.0,336.0,407.0,74.0,107.0,47.0,83.0,7.0,42.0,1.0,10.0,139.0,852.0,160.0,492.0,4.0,86.0,20.0,10.0,261.0,220.0,159.0,111.0,122.0,164.0,187.0,395.0,333.0,567.0,157.0,121.0,13.0,150.0,29.0,133.0,3.0,1.0,6.0,1.0,1.0,0.0,16.0,4.0,0.0,0.0,0.0,7.0,2.0,24.0,31.0,146.0,23.0,389.0,81.0,1236.0
RBM3,1.0,0.0,0.0,164.0,462.0,350.0,46.0,336.0,61.0,70.0,11.0,74.0,37.0,0.0,1.0,3.0,5.0,0.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,12.0,93.0,55.0,52.0,0.0,0.0,0.0,0.0,48.0,70.0,95.0,132.0,0.0,11.0,0.0,66.0,0.0,0.0,0.0,1.0,19.0,20.0,1.0,30.0,0.0,7.0,0.0,6.0,123.0,333.0,44.0,55.0,16.0,13.0,0.0,23.0,24.0,90.0,59.0,56.0,0.0,18.0,0.0,30.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,12.0,32.0,5.0,143.0
PFN1,1.0,0.0,0.0,,4.0,,0.0,2.0,0.0,22.0,,,,,,,,,0.0,,,0.0,,0.0,,,,0.0,,,,,,,,,,,,,0.0,0.0,,,,,,,,,0.0,,,3.0,0.0,,,,,4.0,25.0,0.0,,,,,,,,0.0,,0.0,,0.0,,0.0,0.0,0.0,,0.0,,,,,2.0,,,,
STXBP6,0.0,23.0,0.0,255.0,662.0,191.0,0.0,1.0,202.0,37.0,144.0,96.0,31.0,1.0,0.0,31.0,0.0,41.0,0.0,99.0,8.0,0.0,0.0,0.0,0.0,3.0,56.0,32.0,136.0,0.0,0.0,0.0,3.0,123.0,208.0,158.0,200.0,31.0,21.0,14.0,2.0,0.0,2.0,0.0,8.0,23.0,169.0,47.0,167.0,0.0,0.0,0.0,0.0,28.0,34.0,146.0,228.0,72.0,63.0,3.0,79.0,47.0,105.0,4.0,9.0,0.0,11.0,0.0,81.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,7.0,8.0,2.0,3.0,35.0,3.0,48.0,8.0,225.0
RHOA,4.0,25.0,21.0,718.0,1986.0,1382.0,71.0,313.0,70.0,284.0,166.0,259.0,181.0,40.0,57.0,53.0,49.0,45.0,4.0,56.0,0.0,2.0,1.0,5.0,0.0,89.0,369.0,113.0,144.0,0.0,2.0,1.0,10.0,418.0,532.0,281.0,313.0,179.0,95.0,23.0,218.0,1.0,13.0,0.0,10.0,134.0,524.0,175.0,459.0,1.0,0.0,0.0,8.0,195.0,534.0,329.0,314.0,177.0,199.0,153.0,539.0,199.0,301.0,199.0,218.0,81.0,182.0,56.0,621.0,2.0,2.0,4.0,2.0,0.0,7.0,2.0,12.0,2.0,0.0,1.0,15.0,27.0,7.0,68.0,192.0,70.0,398.0,174.0,1642.0
ISG20,18.0,23.0,69.0,1749.0,4311.0,4391.0,233.0,1191.0,765.0,960.0,488.0,712.0,534.0,47.0,60.0,136.0,176.0,40.0,44.0,87.0,73.0,11.0,2.0,22.0,13.0,172.0,782.0,493.0,827.0,2.0,35.0,8.0,38.0,1489.0,1322.0,1662.0,1568.0,404.0,920.0,205.0,1069.0,21.0,21.0,8.0,25.0,241.0,1124.0,249.0,1182.0,21.0,2.0,1.0,24.0,929.0,2158.0,758.0,928.0,337.0,387.0,217.0,640.0,891.0,1244.0,997.0,821.0,123.0,577.0,116.0,920.0,39.0,4.0,9.0,9.0,4.0,0.0,19.0,3.0,4.0,16.0,2.0,20.0,62.0,14.0,201.0,357.0,138.0,412.0,311.0,2033.0
SH2D1A,1.0,8.0,2.0,844.0,2194.0,2205.0,61.0,422.0,122.0,638.0,134.0,478.0,67.0,9.0,45.0,21.0,98.0,1.0,0.0,3.0,3.0,1.0,1.0,7.0,2.0,0.0,106.0,100.0,92.0,9.0,6.0,2.0,1.0,589.0,598.0,264.0,330.0,75.0,82.0,65.0,144.0,0.0,2.0,0.0,1.0,95.0,430.0,103.0,313.0,0.0,17.0,1.0,0.0,125.0,439.0,240.0,271.0,59.0,66.0,35.0,131.0,294.0,510.0,230.0,130.0,67.0,144.0,25.0,116.0,6.0,3.0,16.0,0.0,1.0,0.0,0.0,1.0,1.0,8.0,1.0,11.0,11.0,6.0,35.0,114.0,27.0,312.0,106.0,1134.0
DIRAS2,10.0,9.0,110.0,814.0,1661.0,2713.0,27.0,314.0,278.0,231.0,278.0,158.0,409.0,13.0,32.0,98.0,43.0,41.0,18.0,48.0,18.0,13.0,3.0,7.0,10.0,44.0,354.0,221.0,354.0,4.0,6.0,2.0,32.0,399.0,690.0,1218.0,1003.0,265.0,331.0,103.0,362.0,7.0,6.0,0.0,34.0,111.0,526.0,66.0,435.0,0.0,15.0,13.0,1.0,588.0,1206.0,453.0,432.0,114.0,149.0,45.0,340.0,770.0,1286.0,277.0,263.0,32.0,199.0,67.0,388.0,17.0,5.0,1.0,1.0,15.0,0.0,8.0,0.0,0.0,1.0,3.0,2.0,68.0,24.0,39.0,162.0,70.0,221.0,70.0,827.0
PDE6D,1.0,0.0,0.0,122.0,420.0,284.0,0.0,9.0,65.0,0.0,5.0,14.0,9.0,0.0,6.0,0.0,25.0,0.0,0.0,4.0,2.0,0.0,0.0,2.0,0.0,0.0,81.0,19.0,6.0,0.0,8.0,0.0,1.0,20.0,52.0,83.0,264.0,0.0,0.0,5.0,1.0,0.0,1.0,1.0,44.0,5.0,16.0,1.0,12.0,0.0,0.0,0.0,22.0,83.0,302.0,6.0,21.0,17.0,39.0,7.0,6.0,2.0,11.0,6.0,19.0,1.0,13.0,0.0,60.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,9.0,12.0,23.0,23.0,121.0
SNX12,1.0,23.0,12.0,598.0,1281.0,1270.0,64.0,287.0,148.0,108.0,55.0,94.0,62.0,7.0,54.0,31.0,10.0,19.0,3.0,7.0,10.0,1.0,3.0,7.0,8.0,54.0,181.0,49.0,96.0,4.0,14.0,80.0,59.0,396.0,320.0,258.0,244.0,47.0,111.0,24.0,228.0,3.0,9.0,27.0,16.0,34.0,358.0,251.0,348.0,5.0,1.0,1.0,22.0,155.0,210.0,247.0,387.0,806.0,165.0,132.0,459.0,229.0,322.0,44.0,180.0,16.0,119.0,18.0,144.0,0.0,20.0,6.0,0.0,1.0,3.0,0.0,1.0,2.0,11.0,2.0,7.0,38.0,1.0,132.0,112.0,61.0,121.0,158.0,576.0
BAD,0.0,0.0,0.0,11.0,14.0,13.0,0.0,4.0,0.0,0.0,15.0,6.0,0.0,,0.0,,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,,,,,0.0,,0.0,6.0,,1.0,,,,24.0,2.0,11.0,1.0,0.0,0.0,,,,,,22.0,,24.0,91.0,0.0,0.0,,,,0.0,28.0,60.0,,0.0,0.0,,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,,,,,8.0,1.0,0.0
CPLX3,7.0,7.0,40.0,1136.0,2157.0,2852.0,19.0,333.0,391.0,936.0,211.0,286.0,134.0,29.0,72.0,68.0,108.0,33.0,29.0,34.0,63.0,4.0,5.0,3.0,11.0,107.0,728.0,223.0,453.0,15.0,7.0,0.0,15.0,905.0,858.0,664.0,845.0,88.0,267.0,28.0,235.0,2.0,38.0,4.0,12.0,207.0,1112.0,176.0,577.0,0.0,0.0,3.0,4.0,411.0,1063.0,368.0,502.0,131.0,255.0,235.0,561.0,989.0,1470.0,470.0,522.0,99.0,375.0,45.0,566.0,3.0,33.0,19.0,15.0,0.0,2.0,0.0,26.0,2.0,2.0,3.0,8.0,77.0,17.0,67.0,140.0,162.0,625.0,268.0,2729.0
RTN1,43.0,64.0,131.0,237.0,593.0,767.0,0.0,24.0,0.0,60.0,19.0,57.0,11.0,1.0,0.0,8.0,8.0,93.0,50.0,102.0,17.0,3.0,0.0,1.0,6.0,135.0,402.0,167.0,253.0,0.0,21.0,9.0,22.0,109.0,156.0,183.0,392.0,10.0,3.0,0.0,11.0,16.0,12.0,11.0,24.0,8.0,151.0,50.0,88.0,0.0,2.0,0.0,9.0,43.0,118.0,27.0,33.0,683.0,541.0,704.0,1676.0,59.0,174.0,72.0,58.0,2.0,13.0,28.0,47.0,0.0,21.0,0.0,1.0,0.0,9.0,0.0,0.0,0.0,1.0,0.0,17.0,1.0,2.0,0.0,2.0,5.0,49.0,6.0,221.0
CAPN3,11.0,23.0,36.0,1385.0,3427.0,6593.0,40.0,626.0,248.0,565.0,180.0,448.0,253.0,21.0,87.0,104.0,101.0,6.0,75.0,27.0,80.0,16.0,11.0,23.0,8.0,80.0,504.0,323.0,394.0,2.0,2.0,3.0,17.0,1251.0,1293.0,657.0,844.0,121.0,212.0,77.0,372.0,5.0,12.0,7.0,10.0,188.0,900.0,253.0,708.0,0.0,8.0,63.0,2.0,682.0,1976.0,432.0,377.0,203.0,345.0,288.0,1153.0,664.0,1721.0,642.0,632.0,322.0,732.0,80.0,486.0,2.0,14.0,7.0,1.0,4.0,18.0,1.0,2.0,0.0,13.0,10.0,20.0,31.0,1.0,106.0,255.0,129.0,782.0,260.0,3010.0
MCEE,20.0,9.0,53.0,1150.0,1766.0,2900.0,107.0,472.0,151.0,558.0,124.0,444.0,148.0,24.0,22.0,113.0,98.0,17.0,18.0,69.0,33.0,5.0,4.0,3.0,3.0,153.0,415.0,175.0,387.0,0.0,11.0,1.0,45.0,526.0,798.0,603.0,553.0,175.0,229.0,41.0,225.0,14.0,29.0,15.0,20.0,209.0,1298.0,224.0,690.0,9.0,53.0,6.0,16.0,313.0,935.0,366.0,497.0,139.0,242.0,121.0,479.0,430.0,728.0,292.0,570.0,80.0,427.0,31.0,220.0,20.0,3.0,23.0,14.0,1.0,10.0,8.0,0.0,3.0,0.0,1.0,2.0,29.0,26.0,107.0,256.0,74.0,396.0,157.0,2090.0
MYO5C,0.0,5.0,0.0,16.0,8.0,84.0,0.0,0.0,,0.0,,2.0,,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,71.0,97.0,,,,,0.0,0.0,8.0,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,,0.0,0.0,0.0,9.0,1.0,1.0,1.0,0.0,12.0,3.0,17.0,,,0.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,0.0,,0.0
FBXW5,0.0,0.0,0.0,1.0,18.0,12.0,0.0,0.0,0.0,1.0,,,,,0.0,0.0,0.0,0.0,,0.0,,0.0,1.0,0.0,4.0,,,,,,0.0,,0.0,,,,,,,,0.0,0.0,0.0,,,,,0.0,,,,,,0.0,37.0,,,0.0,0.0,0.0,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,0.0
RBFOX2,2.0,14.0,11.0,356.0,968.0,937.0,23.0,181.0,17.0,257.0,124.0,243.0,133.0,17.0,0.0,11.0,63.0,34.0,3.0,22.0,7.0,0.0,2.0,7.0,1.0,57.0,210.0,89.0,182.0,0.0,0.0,6.0,49.0,288.0,264.0,225.0,262.0,10.0,61.0,12.0,117.0,2.0,0.0,0.0,2.0,506.0,760.0,60.0,358.0,0.0,13.0,1.0,4.0,149.0,327.0,241.0,302.0,19.0,41.0,117.0,160.0,266.0,230.0,401.0,485.0,58.0,125.0,0.0,86.0,1.0,2.0,2.0,0.0,0.0,17.0,1.0,5.0,2.0,0.0,20.0,1.0,9.0,1.0,21.0,76.0,50.0,123.0,110.0,640.0
RHEB,1.0,17.0,35.0,262.0,1046.0,722.0,37.0,61.0,17.0,218.0,76.0,144.0,55.0,7.0,18.0,14.0,20.0,0.0,0.0,5.0,0.0,1.0,2.0,3.0,4.0,197.0,892.0,186.0,148.0,0.0,11.0,0.0,0.0,36.0,137.0,102.0,186.0,41.0,67.0,58.0,158.0,0.0,1.0,0.0,0.0,47.0,242.0,102.0,132.0,0.0,0.0,0.0,2.0,143.0,348.0,215.0,239.0,315.0,223.0,33.0,190.0,120.0,386.0,121.0,155.0,41.0,246.0,31.0,247.0,1.0,0.0,0.0,5.0,1.0,9.0,1.0,0.0,2.0,1.0,1.0,9.0,20.0,5.0,79.0,62.0,23.0,150.0,55.0,550.0
C12orf43,0.0,3.0,0.0,64.0,120.0,295.0,10.0,43.0,22.0,15.0,7.0,14.0,28.0,0.0,0.0,0.0,7.0,7.0,5.0,8.0,0.0,0.0,0.0,0.0,1.0,15.0,47.0,10.0,17.0,0.0,0.0,0.0,0.0,73.0,62.0,68.0,127.0,26.0,24.0,16.0,41.0,0.0,0.0,0.0,19.0,35.0,28.0,40.0,79.0,0.0,1.0,0.0,8.0,8.0,29.0,45.0,44.0,69.0,30.0,18.0,50.0,10.0,13.0,17.0,49.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,11.0,21.0,14.0,12.0,9.0,111.0
RAB2B,1.0,17.0,33.0,920.0,1679.0,3267.0,31.0,513.0,255.0,282.0,187.0,322.0,204.0,11.0,38.0,31.0,72.0,14.0,7.0,46.0,8.0,3.0,6.0,3.0,12.0,68.0,256.0,45.0,278.0,0.0,4.0,5.0,16.0,565.0,878.0,602.0,551.0,51.0,105.0,46.0,188.0,2.0,30.0,1.0,31.0,109.0,728.0,184.0,609.0,6.0,70.0,21.0,2.0,210.0,447.0,492.0,555.0,133.0,193.0,156.0,927.0,563.0,779.0,628.0,664.0,77.0,303.0,15.0,336.0,4.0,2.0,3.0,9.0,2.0,4.0,18.0,0.0,5.0,0.0,0.0,2.0,36.0,9.0,46.0,147.0,150.0,479.0,193.0,1750.0
TXN2,2.0,9.0,10.0,484.0,1247.0,1909.0,3.0,134.0,113.0,185.0,27.0,183.0,37.0,2.0,24.0,14.0,46.0,15.0,11.0,8.0,7.0,1.0,5.0,0.0,8.0,17.0,156.0,31.0,113.0,0.0,16.0,0.0,17.0,258.0,312.0,221.0,354.0,64.0,136.0,58.0,337.0,7.0,38.0,1.0,43.0,47.0,171.0,44.0,89.0,0.0,5.0,9.0,35.0,90.0,399.0,151.0,290.0,101.0,73.0,225.0,472.0,180.0,179.0,68.0,187.0,35.0,84.0,78.0,538.0,1.0,13.0,9.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,13.0,1.0,20.0,2.0,70.0,17.0,89.0,83.0,125.0,682.0
RNF185,0.0,2.0,0.0,24.0,111.0,227.0,1.0,0.0,26.0,1.0,0.0,17.0,2.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,8.0,4.0,73.0,10.0,9.0,0.0,1.0,0.0,17.0,13.0,6.0,0.0,1.0,0.0,6.0,0.0,0.0,0.0,0.0,4.0,10.0,32.0,24.0,0.0,0.0,0.0,0.0,130.0,297.0,5.0,28.0,61.0,56.0,73.0,426.0,69.0,67.0,12.0,68.0,9.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,4.0,6.0,2.0,38.0,2.0,109.0
PLSCR1,0.0,2.0,0.0,83.0,318.0,835.0,14.0,0.0,0.0,36.0,13.0,302.0,0.0,0.0,7.0,6.0,3.0,1.0,1.0,16.0,0.0,1.0,1.0,0.0,1.0,1.0,19.0,0.0,45.0,0.0,7.0,0.0,0.0,33.0,90.0,24.0,33.0,0.0,0.0,10.0,8.0,0.0,0.0,0.0,2.0,2.0,34.0,7.0,67.0,0.0,18.0,0.0,0.0,23.0,25.0,10.0,38.0,16.0,5.0,0.0,57.0,23.0,66.0,24.0,36.0,0.0,0.0,0.0,42.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,5.0,6.0,108.0,23.0,0.0,55.0,61.0
ZNF169,,0.0,,,0.0,0.0,,0.0,,,0.0,,,0.0,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,,,,0.0,,,,,,,0.0,,,,,,0.0,,0.0,,,,,,,
IL36RN,2.0,0.0,10.0,80.0,195.0,211.0,0.0,20.0,5.0,18.0,13.0,25.0,4.0,0.0,0.0,1.0,5.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,21.0,165.0,13.0,23.0,0.0,0.0,1.0,0.0,0.0,55.0,12.0,13.0,0.0,9.0,0.0,0.0,0.0,0.0,1.0,0.0,30.0,213.0,21.0,50.0,0.0,0.0,43.0,0.0,19.0,31.0,12.0,6.0,7.0,15.0,0.0,3.0,31.0,56.0,25.0,32.0,27.0,96.0,14.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,8.0,3.0,10.0,8.0,0.0,12.0,2.0,19.0
FBXO6,1.0,0.0,9.0,190.0,204.0,45.0,1.0,2.0,10.0,89.0,8.0,28.0,4.0,3.0,0.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,41.0,12.0,83.0,0.0,0.0,0.0,0.0,47.0,41.0,223.0,207.0,34.0,24.0,0.0,8.0,1.0,1.0,0.0,0.0,13.0,57.0,41.0,92.0,0.0,0.0,9.0,30.0,92.0,61.0,4.0,16.0,35.0,30.0,13.0,54.0,43.0,134.0,33.0,49.0,1.0,0.0,1.0,35.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,13.0,10.0,2.0,11.0,12.0,10.0,46.0,83.0
NAA10,6.0,1.0,0.0,145.0,327.0,491.0,0.0,50.0,90.0,27.0,32.0,16.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,7.0,8.0,12.0,18.0,1.0,0.0,0.0,0.0,134.0,100.0,25.0,30.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,11.0,54.0,9.0,58.0,0.0,8.0,1.0,0.0,1.0,10.0,57.0,49.0,17.0,15.0,9.0,4.0,91.0,136.0,0.0,15.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,14.0,2.0,13.0,18.0,2.0,10.0,41.0,63.0
USP47,0.0,0.0,0.0,0.0,,19.0,1.0,1.0,0.0,2.0,,0.0,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,,,,,,0.0,,,,,,,,,,,,0.0,,,,,,,,,,0.0,0.0,,0.0,0.0,,,20.0,34.0,0.0,1.0,,,,0.0,,0.0,,,,,,,,,0.0,0.0,,,,,,0.0,,0.0
RTKN,2.0,13.0,41.0,486.0,1302.0,2467.0,83.0,224.0,237.0,476.0,4.0,324.0,4.0,6.0,44.0,39.0,114.0,2.0,0.0,56.0,7.0,1.0,0.0,1.0,7.0,22.0,130.0,35.0,61.0,0.0,1.0,4.0,36.0,490.0,494.0,913.0,571.0,32.0,19.0,85.0,61.0,2.0,3.0,3.0,33.0,68.0,386.0,160.0,291.0,23.0,103.0,16.0,62.0,66.0,93.0,162.0,141.0,77.0,46.0,23.0,89.0,393.0,448.0,102.0,116.0,38.0,299.0,153.0,518.0,1.0,11.0,1.0,9.0,4.0,0.0,0.0,0.0,2.0,27.0,2.0,32.0,21.0,3.0,84.0,223.0,35.0,133.0,121.0,421.0
ARL4D,17.0,16.0,87.0,1427.0,3618.0,6388.0,384.0,1576.0,287.0,1003.0,270.0,466.0,358.0,10.0,26.0,27.0,59.0,9.0,37.0,56.0,94.0,8.0,0.0,10.0,16.0,115.0,1305.0,302.0,453.0,1.0,32.0,6.0,39.0,687.0,846.0,749.0,788.0,155.0,428.0,101.0,590.0,2.0,2.0,12.0,19.0,98.0,784.0,255.0,716.0,6.0,25.0,0.0,30.0,759.0,1229.0,831.0,548.0,287.0,267.0,128.0,492.0,585.0,800.0,763.0,565.0,119.0,432.0,150.0,903.0,13.0,2.0,15.0,9.0,2.0,1.0,4.0,6.0,3.0,5.0,4.0,18.0,61.0,10.0,130.0,185.0,158.0,412.0,259.0,1562.0
POP5,0.0,0.0,0.0,34.0,119.0,44.0,1.0,21.0,12.0,0.0,0.0,6.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,4.0,0.0,0.0,4.0,7.0,28.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,11.0,24.0,23.0,1.0,0.0,0.0,6.0,0.0,13.0,18.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,11.0,4.0,6.0,6.0
CFL1,2.0,2.0,9.0,431.0,2025.0,1865.0,23.0,345.0,56.0,356.0,125.0,118.0,80.0,0.0,12.0,2.0,1.0,17.0,4.0,37.0,2.0,4.0,2.0,5.0,7.0,51.0,202.0,49.0,105.0,0.0,15.0,1.0,10.0,333.0,371.0,306.0,386.0,27.0,29.0,75.0,381.0,2.0,14.0,3.0,1.0,52.0,146.0,88.0,270.0,0.0,24.0,1.0,2.0,109.0,317.0,97.0,142.0,31.0,89.0,26.0,75.0,426.0,541.0,76.0,180.0,0.0,54.0,2.0,207.0,21.0,1.0,1.0,0.0,2.0,2.0,0.0,0.0,1.0,3.0,0.0,1.0,8.0,0.0,6.0,51.0,25.0,160.0,26.0,427.0
LOXHD1,0.0,0.0,0.0,17.0,117.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,30.0,35.0,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,8.0,10.0,0.0,0.0,0.0,,,,0.0,,11.0,14.0,0.0,0.0,,,0.0,,,,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,30.0
GADD45A,0.0,2.0,0.0,34.0,110.0,180.0,0.0,1.0,0.0,5.0,68.0,14.0,194.0,0.0,0.0,0.0,7.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,57.0,16.0,0.0,1.0,1.0,0.0,13.0,0.0,0.0,0.0,0.0,17.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,15.0,25.0,120.0,2.0,0.0,4.0,12.0,0.0,5.0,22.0,10.0,0.0,0.0,31.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,7.0,0.0,16.0,2.0,96.0
HCFC1R1,0.0,0.0,0.0,18.0,153.0,66.0,1.0,16.0,4.0,8.0,3.0,93.0,0.0,0.0,9.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,17.0,26.0,0.0,0.0,5.0,33.0,11.0,9.0,0.0,0.0,1.0,27.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,4.0,1.0,0.0,0.0,0.0,1.0,6.0,3.0,17.0,0.0,1.0,0.0,11.0,16.0,1.0,0.0,2.0,0.0,0.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,23.0,0.0,136.0
MCRS1,0.0,0.0,0.0,0.0,19.0,31.0,0.0,16.0,0.0,2.0,21.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,9.0,6.0,0.0,0.0,0.0,0.0,,17.0,14.0,22.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,10.0,,0.0,0.0,0.0,,,0.0,,0.0,0.0,3.0,4.0,33.0,20.0,0.0,,,,19.0,,0.0,,11.0,0.0,0.0,,0.0,,,0.0,,,0.0,0.0,,0.0,,0.0,,30.0
MRPS23,12.0,4.0,0.0,342.0,151.0,427.0,0.0,53.0,47.0,60.0,20.0,21.0,2.0,1.0,0.0,20.0,9.0,28.0,1.0,16.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,35.0,45.0,0.0,2.0,0.0,1.0,99.0,116.0,35.0,39.0,13.0,15.0,15.0,42.0,0.0,0.0,1.0,11.0,9.0,23.0,18.0,37.0,0.0,0.0,0.0,5.0,155.0,135.0,16.0,75.0,16.0,12.0,40.0,74.0,36.0,328.0,35.0,4.0,16.0,47.0,13.0,104.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,5.0,4.0,3.0,47.0,19.0,12.0,31.0,80.0
